2868.85481007 2201.97618536
2862.0144072 2183.18233295
2855.17400434 2164.38848053
2848.33360147 2145.59462812
2841.4931986 2126.8007757
2834.65279574 2108.00692328
2827.81239287 2089.21307087
2820.97199 2070.41921845
2814.13158714 2051.62536604
2807.29118427 2032.83151362
2800.4507814 2014.03766121
2793.61037854 1995.24380879
2786.76997567 1976.44995637
2779.9295728 1957.65610396
2773.08916994 1938.86225154
2766.24876707 1920.06839913
2759.4083642 1901.27454671
2752.56796134 1882.4806943
2745.72755847 1863.68684188
2738.8871556 1844.89298946
2732.04675274 1826.09913705
2725.20634987 1807.30528463
2718.36594701 1788.51143222
2711.52554414 1769.7175798
2704.68514127 1750.92372739
2697.84473841 1732.12987497
2691.00433554 1713.33602255
2684.16393267 1694.54217014
2677.32352981 1675.74831772
2670.48312694 1656.95446531
2663.64272407 1638.16061289
2656.80232121 1619.36676048
2649.96191834 1600.57290806
2850.47164842 2208.66710902
2843.63124555 2189.8732566
2836.79084269 2171.07940418
2829.95043982 2152.28555177
2823.11003695 2133.49169935
2816.26963409 2114.69784694
2809.42923122 2095.90399452
2802.58882835 2077.11014211
2795.74842549 2058.31628969
2788.90802262 2039.52243727
2782.06761975 2020.72858486
2775.22721689 2001.93473244
2768.38681402 1983.14088003
2761.54641115 1964.34702761
2754.70600829 1945.5531752
2747.86560542 1926.75932278
2741.02520256 1907.96547036
2734.18479969 1889.17161795
2727.34439682 1870.37776553
2720.50399396 1851.58391312
2713.66359109 1832.7900607
2706.82318822 1813.99620829
2699.98278536 1795.20235587
2693.14238249 1776.40850345
2686.30197962 1757.61465104
2679.46157676 1738.82079862
2672.62117389 1720.02694621
2665.78077102 1701.23309379
2658.94036816 1682.43924138
2652.09996529 1663.64538896
2645.25956242 1644.85153654
2638.41915956 1626.05768413
2631.57875669 1607.26383171
2832.08848677 2215.35803267
2825.2480839 2196.56418025
2818.40768104 2177.77032784
2811.56727817 2158.97647542
2804.7268753 2140.182623
2797.88647244 2121.38877059
2791.04606957 2102.59491817
2784.2056667 2083.80106576
2777.36526384 2065.00721334
2770.52486097 2046.21336093
2763.68445811 2027.41950851
2756.84405524 2008.62565609
2750.00365237 1989.83180368
2743.16324951 1971.03795126
2736.32284664 1952.24409885
2729.48244377 1933.45024643
2722.64204091 1914.65639402
2715.80163804 1895.8625416
2708.96123517 1877.06868918
2702.12083231 1858.27483677
2695.28042944 1839.48098435
2688.44002657 1820.68713194
2681.59962371 1801.89327952
2674.75922084 1783.09942711
2667.91881797 1764.30557469
2661.07841511 1745.51172227
2654.23801224 1726.71786986
2647.39760937 1707.92401744
2640.55720651 1689.13016503
2633.71680364 1670.33631261
2626.87640078 1651.5424602
2620.03599791 1632.74860778
2613.19559504 1613.95475536
2813.70532512 2222.04895632
2806.86492225 2203.2551039
2800.02451939 2184.46125149
2793.18411652 2165.66739907
2786.34371366 2146.87354666
2779.50331079 2128.07969424
2772.66290792 2109.28584182
2765.82250506 2090.49198941
2758.98210219 2071.69813699
2752.14169932 2052.90428458
2745.30129646 2034.11043216
2738.46089359 2015.31657975
2731.62049072 1996.52272733
2724.78008786 1977.72887491
2717.93968499 1958.9350225
